127127,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1273
8,Mason Jones G,2,30.5,24.0,6.5,2.5,2.5,0.0,2.0,57.7,100.0,38.5,,8230524065252500205771000385
8,Isaiah Joe G,2,35.0,20.0,4.0,4.5,1.5,0.5,4.0,55.6,100.0,47.1,,8235020040451505405561000471
8,Desi Sills G,2,31.5,8.5,3.5,1.5,1.0,0.5,2.5,43.8,60.0,0.0,,8231585351510052543860000
8,Adrio Bailey F,2,24.5,8.0,7.0,0.5,3.5,1.0,2.0,63.6,50.0,50.0,,82245807005351020636500500
8,Jimmy Whitt Jr. G,2,31.5,7.5,2.5,3.5,2.0,1.0,1.5,42.9,75.0,0.0,,8231575253520101542975000
8,Jalen Harris G,2,20.0,6.0,2.0,1.0,1.5,1.0,1.5,50.0,66.7,50.0,,82200602010151015500667500
8,Jeantal Cylla F,2,19.5,3.5,4.0,0.0,0.0,0.5,1.5,27.3,50.0,0.0,,8219535400000051527350000
8,Ethan Henderson F,1,12.0,2.0,3.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,,8112020300010101010000000
8,Emeka Obukwelu F,1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8110003000000000000000
8,Ty Stevens G,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8120000000000000000000
8,Total,2,,78.5,34.5,13.5,12.5,5.0,15.5,50.9,77.1,34.0,,8278534513512550155509771340
135135,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1353
135,Daniel Oturu C,3,33.0,18.3,9.7,1.3,0.7,3.7,4.0,69.7,70.0,50.0,,13533301839713073740697700500
135,Payton Willis G,3,35.3,15.0,3.3,3.0,0.3,0.3,0.7,42.9,100.0,35.7,,135335315033300303074291000357
135,Marcus Carr G,3,33.7,14.3,7.0,7.0,1.3,0.0,3.3,31.7,54.5,25.0,,13533371437070130033317545250
135,Gabe Kalscheur G,3,33.3,8.3,2.3,2.0,0.7,0.0,1.7,30.0,0.0,31.8,,135333383232007001730000318
135,Alihan Demir F,3,23.7,5.3,2.7,0.7,0.7,0.3,1.3,33.3,83.3,33.3,,1353237532707070313333833333
135,Jarvis Omersa F,3,12.7,2.7,3.0,0.7,0.0,1.0,0.7,80.0,0.0,0.0,,13531272730070010078000000
135,Tre&#x27; Williams G,3,14.7,2.3,3.0,1.0,0.7,0.0,1.0,28.6,50.0,33.3,,135273147233010070010286500333
135,Michael Hurt F,3,10.3,1.3,1.3,0.7,0.0,0.7,1.3,40.0,0.0,0.0,,13531031313070007134000000
135,Bryan Greenlee G,3,3.3,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,,135333000700000007000000
135,Total,3,,67.7,37.7,16.3,4.3,6.0,16.0,42.7,63.8,32.1,,13536773771634360160427638321
27522752,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,27523
2752,Naji Marshall F,3,31.3,18.0,7.3,4.7,1.0,0.0,3.0,38.6,77.3,17.6,,275233131807347100030386773176
2752,Tyrique Jones F,3,24.7,14.3,8.3,0.3,1.0,1.3,1.0,56.7,52.9,0.0,,27523247143830310131056752900
2752,Paul Scruggs G,2,34.5,12.0,4.0,1.0,2.0,0.5,2.0,45.5,100.0,16.7,,2752234512040102005204551000167
2752,Zach Freemantle F,3,16.7,8.0,4.7,0.3,0.3,0.3,1.0,53.3,80.0,0.0,,2752316780470303031053380000
2752,Jason Carter F,3,22.0,7.7,5.0,0.7,0.3,0.0,1.0,38.9,100.0,20.0,,275232207750070300103891000200
2752,Quentin Goodin G,3,30.0,6.3,2.0,1.7,1.7,0.0,3.0,31.8,50.0,28.6,,27523300632017170030318500286
2752,Bryce Moore G,3,20.7,5.3,1.3,0.7,0.7,0.0,0.0,36.4,83.3,37.5,,27523207531307070000364833375
2752,Dahmir Bishop G,3,17.3,2.7,5.0,1.3,0.0,0.0,0.7,25.0,20.0,14.3,,27523173275013000007250200143
2752,Dontarius James F,2,11.0,2.5,1.5,0.0,0.0,0.0,1.0,50.0,0.0,33.3,,2752211025150000001050000333
2752,Leighton Schrand G,2,19.0,1.0,1.5,0.5,1.0,0.0,1.5,0.0,50.0,0.0,,275221901015051000150050000
2752,Myles Hanson G,2,2.5,1.0,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,275222510050000000010000000
2752,Ramon Singh G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2752110000000000000000000
2752,Zak Swetye G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2752110000000000000000000
2752,Spencer Cody G,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2752110001010000000000000
2752,Total,3,,73.3,41.7,11.0,7.0,2.0,12.7,41.3,67.1,20.6,,275237334171107020127413671206
25502550,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,25503
2550,Sandro Mamukelashvili F,2,30.0,14.0,5.0,2.5,1.0,1.0,2.0,52.4,50.0,28.6,,255023001405025101020524500286
2550,Myles Powell G,2,17.0,13.5,3.0,1.0,1.0,0.0,1.5,50.0,81.8,44.4,,255021701353010100015500818444
2550,Quincy McKnight G,2,29.5,12.0,2.5,5.0,1.0,0.5,0.5,40.0,100.0,44.4,,2550229512025501005054001000444
2550,Jared Rhoden G,2,23.0,11.5,3.5,2.0,2.0,0.0,0.5,50.0,71.4,28.6,,255022301153520200005500714286
2550,Shavar Reynolds G,2,20.0,9.0,2.0,2.0,1.0,0.0,1.0,72.7,100.0,50.0,,255022009020201000107271000500
2550,Romaro Gill C,2,16.5,9.0,6.0,0.0,1.0,1.0,1.0,66.7,100.0,0.0,,25502165906000101010667100000
2550,Ike Obiagu C,2,12.0,7.5,2.5,0.0,0.5,1.5,0.0,100.0,60.0,0.0,,25502120752500051500100060000
2550,Anthony Nelson G,2,17.5,6.0,2.5,4.5,1.5,0.0,1.0,50.0,75.0,50.0,,25502175602545150010500750500
2550,Myles Cale G,2,18.0,3.5,3.0,0.5,0.5,0.0,1.0,22.2,50.0,25.0,,25502180353005050010222500250
2550,Tyrese Samuel F,2,10.5,2.5,4.0,0.0,0.0,0.0,1.0,40.0,0.0,50.0,,2550210525400000001040000500
2550,Darnell Brodie F,1,9.0,2.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,25501902020000000005000000
2550,Asiah Avent G,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2550130000000000000000000
2550,Total,2,,89.5,37.5,17.5,9.5,4.0,9.5,52.4,68.8,38.1,,25502895375175954095524688381
6868,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,683
68,Derrick Alston G,2,33.0,26.5,3.5,2.0,0.5,0.5,2.5,51.6,76.5,50.0,,6823302653520050525516765500
68,Alex Hobbs G,2,28.0,16.0,4.0,5.0,1.0,0.0,1.5,57.1,60.0,40.0,,6822801604050100015571600400
68,Justinian Jessup G,2,32.0,14.5,5.5,2.5,1.5,0.5,0.5,41.7,100.0,42.9,,68232014555251505054171000429
68,RJ Williams F,2,23.0,14.0,11.0,0.5,1.5,0.0,1.5,68.8,66.7,0.0,,6822301401100515001568866700
68,RayJ Dennis G,2,17.0,8.0,1.0,2.5,0.5,0.0,1.5,38.5,75.0,33.3,,682170801025050015385750333
68,Marcus Dickinson G,2,23.5,7.0,1.0,2.0,1.0,0.0,1.5,50.0,100.0,50.0,,6822357010201000155001000500
68,Max Rice G,2,19.5,6.0,3.0,3.0,0.5,0.0,0.5,50.0,75.0,25.0,,682195603030050005500750250
68,Robin Jorch C,2,16.5,5.0,3.5,0.0,0.5,0.0,0.5,83.3,0.0,0.0,,6821655035000500058330000
68,Chase Berry G,1,7.0,4.0,3.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,,681704030200000005000000
68,Bing Huang G,1,7.0,3.0,3.0,2.0,0.0,0.0,1.0,100.0,0.0,100.0,,681703030200000101000001000
68,Total,2,,100.5,39.0,19.5,7.0,1.0,10.5,53.0,69.2,42.6,,68210053901957010105530692426
24392439,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,24393
2439,Amauri Hardy G,3,38.3,19.0,4.3,3.3,1.0,0.3,3.3,44.2,100.0,42.9,,2439338319043331003334421000429
2439,Elijah Mitrou-Long G,3,36.7,12.3,4.3,4.0,1.3,0.3,3.7,46.4,83.3,14.3,,243933671234340130337464833143
2439,Donnie Tillman F,3,27.7,11.3,3.7,2.0,0.3,0.0,3.7,42.9,62.5,20.0,,243932771133720030037429625200
2439,Jonah Antonio G,3,34.3,9.7,2.7,0.7,0.3,0.0,0.7,45.5,0.0,45.0,,2439334397270703000745500450
2439,Cheikh Mbacke Diong F,3,34.3,9.7,12.0,1.0,1.0,2.3,2.7,61.1,87.5,0.0,,24393343971201010232761187500
2439,Bryce Hamilton G,3,17.3,7.0,2.7,0.0,0.3,0.0,1.3,30.8,80.0,14.3,,24393173702700030013308800143
2439,Nick Blair F,3,21.3,3.3,5.0,0.0,0.3,1.0,0.7,66.7,66.7,0.0,,2439321333500003100766766700
2439,Cheickna Dembele F,3,6.7,0.0,1.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,2439367001303000003000000
2439,Total,3,,72.3,39.0,11.3,4.7,4.0,17.3,44.8,74.1,35.0,,243937233901134740173448741350
22502250,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,22503
2250,Filip Petrusev F,3,22.7,19.7,9.0,1.0,0.3,2.7,1.3,66.7,65.2,0.0,,22503227197901003271366765200
2250,Corey Kispert F,3,30.3,19.3,3.3,4.0,0.7,0.0,1.3,61.8,70.0,50.0,,225033031933340070013618700500
2250,Drew Timme F,3,25.0,14.0,4.7,1.0,0.0,0.7,1.7,69.6,71.4,0.0,,22503250140471000071769671400
2250,Admon Gilder G,3,25.7,12.3,2.3,1.3,1.0,0.0,1.0,41.9,100.0,43.8,,2250325712323131000104191000438
2250,Anton Watson F,3,26.7,11.3,7.0,2.7,1.7,1.0,1.3,60.9,66.7,0.0,,22503267113702717101360966700
2250,Ryan Woolridge G,3,27.3,9.3,5.0,6.3,1.0,0.0,2.0,60.0,70.0,100.0,,225032739350631000206007001000
2250,Joel Ayayi G,3,23.7,7.3,8.0,4.3,1.7,0.7,0.3,43.8,75.0,41.7,,22503237738043170703438750417
2250,Pavel Zakharov F,3,6.3,3.3,0.3,0.0,0.3,0.0,0.7,66.7,33.3,100.0,,22503633303000300076673331000
2250,Martynas Arlauskas G,3,8.0,3.0,1.0,0.0,0.3,0.0,0.0,75.0,100.0,0.0,,2250380301000030000750100000
2250,Matthew Lang G,3,4.3,1.0,0.0,0.3,0.0,0.0,0.3,100.0,0.0,100.0,,22503431000030000031000001000
2250,Total,3,,100.7,43.0,21.0,7.0,5.0,10.0,59.1,70.0,44.1,,2250310074302107050100591700441
23482348,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,23483
2348,Kalob Ledoux G,2,21.0,15.5,3.0,2.0,1.0,0.0,1.0,42.9,100.0,41.2,,2348221015530201000104291000412
2348,JaColby Pemberton G,2,21.0,14.0,4.5,1.0,0.0,0.5,0.0,61.1,83.3,33.3,,234822101404510000500611833333
2348,DaQuan Bracey G,2,24.5,12.5,2.0,6.0,2.5,0.5,1.5,57.9,50.0,40.0,,234822451252060250515579500400
2348,Xaiver Armstead G,2,23.5,10.5,3.0,1.5,1.5,0.0,1.0,35.0,100.0,26.7,,2348223510530151500103501000267
2348,Isaiah Crawford F,2,22.0,7.5,3.5,2.0,1.5,0.0,2.0,42.9,33.3,33.3,,23482220753520150020429333333
2348,Derric Jean G,2,21.0,7.0,3.5,2.5,2.0,0.5,0.5,66.7,0.0,50.0,,2348221070352520050566700500
2348,Cobe Williams G,2,18.5,6.5,4.0,3.5,2.5,0.0,1.5,35.7,100.0,25.0,,234821856540352500153571000250
2348,Andrew Gordon F,2,13.0,5.0,5.0,0.0,0.0,1.5,0.0,50.0,100.0,0.0,,23482130505000001500500100000
2348,Mubarak Muhammed F,2,13.5,4.5,6.0,0.5,1.5,2.0,1.5,80.0,50.0,0.0,,2348213545600515201580050000
2348,Kale Walters F,2,7.0,3.5,1.0,0.0,0.0,0.5,1.0,100.0,100.0,0.0,,23482703510000005101000100000
2348,Exavian Christon G,1,2.0,3.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,100.0,,2348120300000000010500001000
2348,Oliver Powell F,2,14.0,2.0,1.5,0.5,0.0,0.0,0.5,50.0,50.0,0.0,,2348214020150500000550050000
2348,Total,2,,90.0,39.5,19.5,12.5,5.5,11.0,50.4,77.4,35.7,,2348290039519512555110504774357
130130,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1303
130,Isaiah Livers F,2,34.5,18.0,3.0,0.5,0.5,1.0,3.0,60.9,100.0,50.0,,130234518030050510306091000500
130,Jon Teske C,2,32.0,17.0,10.0,1.0,1.0,3.0,1.0,58.3,71.4,16.7,,130232017010010103010583714167
130,Eli Brooks G,2,35.5,15.5,1.5,3.5,1.0,0.5,2.5,45.5,83.3,42.9,,13023551551535100525455833429
130,Zavier Simpson G,2,31.0,11.5,5.5,7.5,1.5,0.5,5.0,47.4,60.0,40.0,,13023101155575150550474600400
130,Colin Castleton F,2,9.5,5.0,1.5,0.5,0.5,0.0,1.0,57.1,100.0,0.0,,130295501505050010571100000
130,David DeJulius G,2,28.0,4.5,4.5,2.0,0.5,0.0,0.5,28.6,66.7,25.0,,1302280454520050005286667250
130,Adrien Nunez G,2,12.0,4.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,40.0,,130212040000000000550000400
130,Brandon Johns Jr. F,2,17.5,3.5,2.0,0.5,0.5,1.0,0.5,50.0,33.3,0.0,,130217535200505100550033300
130,Total,2,,79.0,30.5,15.5,5.5,6.0,14.0,51.8,71.0,37.5,,13027903051555560140518710375
222222,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,2223
222,Jeremiah Robinson-Earl F,1,27.0,24.0,13.0,1.0,0.0,1.0,5.0,64.3,100.0,0.0,,222127024013010001050643100000
222,Saddiq Bey F,1,24.0,22.0,5.0,1.0,2.0,0.0,0.0,64.3,66.7,40.0,,22212402205010200000643667400
222,Cole Swider F,1,22.0,18.0,6.0,2.0,0.0,0.0,2.0,66.7,100.0,66.7,,222122018060200000206671000667
222,Collin Gillespie G,1,28.0,11.0,2.0,4.0,2.0,1.0,1.0,27.3,100.0,42.9,,222128011020402010102731000429
222,Jermaine Samuels F,1,26.0,8.0,9.0,5.0,2.0,1.0,4.0,75.0,50.0,50.0,,2221260809050201040750500500
222,Justin Moore G,1,29.0,8.0,4.0,4.0,0.0,0.0,1.0,27.3,0.0,40.0,,222129080404000001027300400
222,Brandon Slater F,1,20.0,4.0,5.0,3.0,3.0,0.0,1.0,66.7,0.0,0.0,,22212004050303000106670000
222,Dhamir Cosby-Roundtree F,1,16.0,2.0,6.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,,22211602060100010205000000
222,Tim Saunders G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,222110000000000000000000
222,Kevin Hoehn G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,222110000000000000000000
222,Chris Arcidiacono G,1,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,222160000010000010000000
222,Total,1,,97.0,54.0,22.0,9.0,4.0,17.0,52.2,81.3,40.0,,22219705402209040170522813400
3838,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,383
38,McKinley Wright IV G,1,32.0,17.0,7.0,5.0,1.0,0.0,2.0,50.0,100.0,0.0,,3813201707050100020500100000
38,D&#x27;Shawn Schwartz G,1,28.0,15.0,1.0,3.0,1.0,0.0,1.0,50.0,0.0,60.0,,38271280150103010001050000600
38,Tyler Bey G,1,23.0,15.0,12.0,1.0,3.0,0.0,4.0,36.4,70.0,0.0,,3812301501201030004036470000
38,Evan Battey F,1,23.0,11.0,9.0,0.0,1.0,0.0,3.0,80.0,50.0,0.0,,381230110900010003080050000
38,Lucas Siewert F,1,18.0,9.0,8.0,1.0,0.0,1.0,3.0,44.4,0.0,50.0,,38118090801000103044400500
38,Maddox Daniels G,1,18.0,8.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,66.7,,38118080100000000075000667
38,Daylen Kountz G,1,30.0,5.0,0.0,0.0,0.0,1.0,2.0,14.3,75.0,0.0,,38130050000000102014375000
38,Alexander Strating F,1,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,,381701020000000100050000
38,Dallas Walton F,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38120002000000000000000
38,Shane Gatling G,1,13.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,381130001000001020000000
38,Eli Parquet G,1,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,38160002020000000000000
38,Total,1,,81.0,48.0,12.0,6.0,3.0,18.0,46.2,60.0,37.5,,3818104801206030180462600375
221221,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,2213
221,Ryan Murphy G,3,31.7,17.0,3.7,2.0,0.7,0.0,2.7,50.0,80.0,47.4,,22133171703720070027500800474
221,Trey McGowens G,3,32.3,15.0,6.7,4.0,2.0,0.0,4.0,48.3,73.7,33.3,,22133231506740200040483737333
221,Xavier Johnson G,3,33.3,10.0,5.7,3.7,1.3,0.0,3.7,30.0,69.2,37.5,,22133331005737130037300692375
221,Terrell Brown F,3,28.3,9.7,5.7,0.3,1.0,3.7,0.0,71.4,64.3,0.0,,221328397570310370071464300
221,Justin Champagnie G,3,24.3,7.7,4.3,0.3,0.0,0.7,1.0,33.3,70.0,28.6,,2213243774303000710333700286
221,Au&#x27;Diese Toney G,3,26.0,5.0,5.3,1.3,0.3,0.0,0.7,27.8,100.0,16.7,,2212732605053130300072781000167
221,Eric Hamilton F,3,9.3,3.0,1.7,0.0,0.3,0.3,0.7,75.0,60.0,0.0,,22139330170003030775060000
221,Gerald Drumgoole Jr. G,3,12.7,0.7,1.0,0.3,0.7,0.0,1.7,14.3,0.0,0.0,,22131270710030700171430000
221,Onyebuchi Ezeakudo G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,221110000000000000000000
221,Abdoul Karim Coulibaly F,2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,221225000000000000000000
221,Total,3,,68.0,37.3,12.0,6.3,4.7,15.0,42.0,71.1,33.3,,22136803731206347150420711333
218218,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,2183
218,Nate Pierre-Louis G,2,31.5,17.5,10.5,4.5,5.5,1.0,1.5,46.2,64.7,0.0,,21823151751054555101546264700
218,Quinton Rose G,2,30.5,15.0,4.0,0.5,0.5,0.5,1.5,34.6,64.3,33.3,,21823051504005050515346643333
218,Alani Moore II G,2,33.5,11.5,4.0,3.5,2.5,0.5,1.5,38.1,66.7,31.3,,21823351154035250515381667313
218,De&#x27;Vondre Perry F,2,18.5,9.0,2.5,0.0,1.0,0.5,0.0,58.3,100.0,66.7,,2182721859025001005005831000667
218,J.P. Moorman II F,2,30.0,6.0,6.0,2.0,0.5,0.5,0.5,45.5,0.0,33.3,,218230060602005050545500333
218,Damion Moore C,2,12.5,4.0,5.5,0.5,0.0,0.5,1.5,42.9,100.0,0.0,,2182125405505000515429100000
218,Justyn Hamilton F,2,11.5,4.0,3.5,0.0,1.0,0.5,1.5,37.5,100.0,0.0,,2182115403500100515375100000
218,Monty Scott G,2,20.5,3.0,2.0,0.0,1.0,0.5,0.0,25.0,0.0,0.0,,21822053020001005002500000
218,Josh Pierre-Louis G,2,8.0,2.5,1.0,1.5,0.5,0.0,0.5,28.6,33.3,0.0,,21828025101505000528633300
218,Arashma Parks F,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,218250000000000000000000
218,Total,2,,72.5,40.5,12.5,12.5,4.5,8.5,40.0,64.4,25.5,,21827254051251254585400644255
252252,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,2523
252,TJ Haws G,2,31.0,15.0,3.0,4.5,1.5,0.5,2.0,46.2,50.0,16.7,,25223101503045150520462500167
252,Alex Barcello G,2,29.5,14.0,1.0,1.0,3.0,1.0,2.5,68.8,50.0,66.7,,25222951401010301025688500667
252,Jake Toolson G,2,31.0,12.5,4.5,4.0,1.0,0.0,2.0,45.5,100.0,37.5,,252231012545401000204551000375
252,Connor Harding G,2,24.0,10.0,5.5,2.5,0.5,0.0,1.0,66.7,100.0,66.7,,252224010055250500106671000667
252,Zac Seljaas G,2,18.0,7.0,5.5,1.0,1.0,0.0,0.5,44.4,75.0,42.9,,2522180705510100005444750429
252,Dalton Nixon F,2,27.0,6.0,3.5,1.5,0.5,0.0,2.0,41.7,0.0,40.0,,252227060351505002041700400
252,Kolby Lee F,2,16.5,5.0,2.5,0.5,0.0,0.0,1.0,25.0,85.7,0.0,,252216550250500001025085700
252,Blaze Nield G,1,8.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,,252180300000000000500001000
252,Trevin Knell G,2,11.5,1.5,2.0,1.0,0.5,0.0,0.0,12.5,0.0,14.3,,252211515201005000012500143
252,Evan Troy G,2,5.5,1.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,,25225510000000000510000000
252,Taylor Maughan G,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,252120000000000000000000
252,Cameron Pearson G,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,252120001000000000000000
252,Total,2,,73.5,31.0,16.0,8.0,1.5,12.0,46.9,71.0,40.4,,25227353101608015120469710404
5959,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,593
59,Michael Devoe G,2,35.5,22.0,2.0,2.5,0.5,0.0,4.0,60.9,83.3,75.0,,5923552202025050040609833750
59,James Banks III F,2,34.5,15.5,10.0,1.5,0.5,5.5,2.0,50.0,84.6,0.0,,5923451551001505552050084600
59,Jose Alvarado G,1,34.0,10.0,2.0,7.0,0.0,0.0,3.0,40.0,0.0,28.6,,591340100207000003040000286
59,Khalid Moore F,2,33.5,9.5,6.5,4.0,4.5,0.5,2.5,41.7,61.5,33.3,,592335956540450525417615333
59,Moses Wright F,2,23.0,7.0,7.0,0.5,0.5,2.0,2.5,50.0,0.0,0.0,,5922307070050520255000000
59,Evan Cole F,2,12.5,5.5,4.5,1.0,0.0,0.5,0.5,44.4,100.0,50.0,,5921255545100005054441000500
59,Asanti Price G,2,19.5,4.5,6.0,1.0,0.5,0.5,1.0,25.0,25.0,20.0,,592195456010050510250250200
59,Bubba Parham G,2,25.5,3.0,3.5,1.5,1.5,0.0,1.5,25.0,50.0,16.7,,592255303515150015250500167
59,Jehloni James F,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,5911020000000000010000000
59,Shembari Phillips G,1,13.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,591130000020001000000000
59,Shaheed Medlock G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59110000000000000000000
59,Malachi Rice G,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,59110000000100000000000
59,Coleman Boyd G,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,59110001010000000000000
59,David Didenko F,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59140000000000000000000
59,Niko Broadway G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59110000000000000000000
59,Total,2,,73.0,44.0,17.0,8.5,9.5,17.5,43.9,67.3,29.5,,5927304401708595175439673295
9696,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,963
96,Tyrese Maxey G,3,30.3,16.7,3.7,1.3,1.3,0.3,2.3,46.7,90.0,30.8,,9633031673713130323467900308
96,Immanuel Quickley G,3,31.0,14.0,5.7,2.7,0.7,0.0,1.7,35.7,95.0,27.3,,9633101405727070017357950273
96,Nick Richards F,3,26.0,11.3,6.7,0.7,0.0,1.3,1.3,58.3,75.0,0.0,,963260113670700131358375000
96,Nate Sestina F,3,30.0,9.3,7.3,1.3,0.7,1.3,1.0,57.1,83.3,33.3,,963300937313071310571833333
96,Ashton Hagans G,3,25.7,8.3,3.7,3.7,2.0,0.0,3.3,34.6,70.0,0.0,,96325783373720003334670000
96,Kahlil Whitney F,3,21.7,7.0,3.0,0.3,1.0,0.0,1.7,50.0,45.5,33.3,,963217703003100017500455333
96,Keion Brooks Jr. F,3,19.0,5.7,4.7,0.3,0.0,0.0,1.3,44.4,16.7,0.0,,96319057470300001344416700
96,EJ Montgomery F,1,14.0,4.0,2.0,0.0,0.0,2.0,1.0,33.3,0.0,0.0,,9611404020000020103330000
96,Johnny Juzang G,3,11.7,1.0,3.0,0.3,0.0,0.0,0.3,20.0,0.0,33.3,,96311710300300000320000333
96,Riley Welch G,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,96100000000100000000000
96,Ben Jordan F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96100000000000000000000
96,Brennan Canada F,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,96100000000000010000000
96,Total,3,,74.7,39.7,10.7,6.0,3.7,13.7,44.0,74.2,24.5,,9637473971076037137440742245
275275,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,2753
275,Nate Reuvers F,2,37.0,18.0,10.0,0.0,0.0,6.5,3.0,46.2,83.3,33.3,,275237018010000006530462833333
275,Kobe King G,2,33.5,12.0,5.0,0.5,1.5,0.5,2.0,42.9,70.6,0.0,,2752335120500515052042970600
275,Brad Davison G,2,34.0,12.0,3.5,2.0,0.5,0.0,1.5,47.4,83.3,16.7,,27523401203520050015474833167
275,Aleem Ford F,2,25.5,9.0,4.5,1.0,1.0,0.0,2.0,36.8,66.7,18.2,,2752255904510100020368667182
275,D&#x27;Mitrik Trice G,2,33.0,7.0,3.5,2.0,0.5,0.0,2.5,38.5,100.0,40.0,,2752723307035200500253851000400
275,Brevin Pritzl G,2,24.0,4.5,5.0,0.5,0.0,0.5,1.0,33.3,100.0,16.7,,27522404550050005103331000167
275,Tyler Wahl F,2,11.0,1.0,0.0,0.5,0.0,0.5,0.5,25.0,0.0,0.0,,27521101000050005052500000
275,Trevor Anderson G,2,11.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,,27521100520100000000050000
275,Michael Ballard G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,275110000000000000000000
275,Joe Hedstrom C,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,275220000000000000000000
275,Courtland Cuevas F,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,275110000000000000000000
275,Samad Qawi F,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,275110000000000000000000
